Date,Hour,Time(MS),Time From Epoch(S),Sound Velocity(cm/s),Distance(CM),Deltatime(S),Temperature(C),Temperature(F),Humidity(%)
Tue Jan 12 13:04:59 2021,13,46356373,1610485499.2358296,34124.63999999999,1200.6584848594662,0.07036900520324707,15,59.0,61
Tue Jan 12 13:04:59 2021,13,46362109,1610485499.8094707,34124.63999999999,1200.6991646003721,0.07037138938903809,15,59.0,61
Tue Jan 12 13:05:00 2021,13,46367846,1610485500.3831787,34124.63999999999,1200.5974652481077,0.07036542892456055,15,59.0,61
Tue Jan 12 13:05:00 2021,13,46373583,1610485500.9569185,34124.63999999999,1200.7235724449156,0.0703728199005127,15,59.0,61
Tue Jan 12 13:05:01 2021,13,46381955,1610485501.7940679,34123.4,1200.6107882499696,0.07036876678466797,15,59.0,60
Tue Jan 12 13:05:02 2021,13,46387692,1610485502.3677692,34123.4,1200.7043482542038,0.0703742504119873,15,59.0,60
Tue Jan 12 13:05:02 2021,13,46393429,1610485502.9415176,34123.4,1200.7002804279327,0.0703740119934082,15,59.0,60
Tue Jan 12 13:05:03 2021,13,46399168,1610485503.5153944,34123.4,1200.7287552118303,0.07037568092346191,15,59.0,60
Tue Jan 12 13:05:04 2021,13,46407474,1610485504.3459644,34123.4,1200.6962126016617,0.0703737735748291,15,59.0,60
Tue Jan 12 13:05:04 2021,13,46413211,1610485504.919634,34123.4,1200.578245639801,0.07036685943603516,15,59.0,60
Tue Jan 12 13:05:05 2021,13,46418948,1610485505.4933627,34123.4,1200.6880769491197,0.0703732967376709,15,59.0,60
Tue Jan 12 13:05:06 2021,13,46424685,1610485506.0671132,34123.4,1200.7490943431856,0.07037687301635742,15,59.0,60
Tue Jan 12 13:05:06 2021,13,46433057,1610485506.9042494,34123.4,1200.643330860138,0.07037067413330078,15,59.0,60
Tue Jan 12 13:05:07 2021,13,46438794,1610485507.4779382,34123.4,1200.6270595550538,0.07036972045898438,15,59.0,60
Tue Jan 12 13:05:08 2021,13,46444531,1610485508.05164,34123.4,1200.6270595550538,0.07036972045898438,15,59.0,60
Tue Jan 12 13:05:08 2021,13,46450268,1610485508.625399,34123.4,1200.5294317245484,0.07036399841308594,15,59.0,60
Tue Jan 12 13:05:09 2021,13,46458573,1610485509.4558847,34123.4,1200.6311273813249,0.07036995887756348,15,59.0,60
Tue Jan 12 13:05:10 2021,13,46464310,1610485510.0295315,34123.4,1200.7612978219986,0.07037758827209473,15,59.0,60
Tue Jan 12 13:05:10 2021,13,46470047,1610485510.6032667,34123.4,1200.7043482542038,0.0703742504119873,15,59.0,60
Tue Jan 12 13:05:11 2021,13,46475784,1610485511.177014,34123.4,1200.582313466072,0.07036709785461426,15,59.0,60
Tue Jan 12 13:05:12 2021,13,46484150,1610485512.013599,34123.4,1200.7490943431856,0.07037687301635742,15,59.0,60
Tue Jan 12 13:05:12 2021,13,46489886,1610485512.5871649,34123.4,1200.6311273813249,0.07036995887756348,15,59.0,60
Tue Jan 12 13:05:13 2021,13,46495623,1610485513.1608384,34123.4,1200.6596021652222,0.07037162780761719,15,59.0,60
Tue Jan 12 13:05:13 2021,13,46501361,1610485513.7346628,34123.4,1200.7775691270829,0.07037854194641113,15,59.0,60
Tue Jan 12 13:05:14 2021,13,46509712,1610485514.5697536,34123.4,1200.6636699914932,0.07037186622619629,15,59.0,60
Tue Jan 12 13:05:15 2021,13,46515449,1610485515.1434438,34123.4,1200.4968891143799,0.07036209106445312,15,59.0,60
Tue Jan 12 13:05:15 2021,13,46521186,1610485515.7171335,34123.4,1200.4643465042116,0.07036018371582031,15,59.0,60
Tue Jan 12 13:05:16 2021,13,46526923,1610485516.2909317,34123.4,1200.5212960720062,0.07036352157592773,15,59.0,60
Tue Jan 12 13:05:17 2021,13,46535295,1610485517.128039,34123.4,1200.6758734703064,0.0703725814819336,15,59.0,60
Tue Jan 12 13:05:17 2021,13,46541030,1610485517.7016072,34123.4,1200.6189239025116,0.07036924362182617,15,59.0,60
Tue Jan 12 13:05:18 2021,13,46546767,1610485518.2753048,34123.4,1200.5457030296327,0.07036495208740234,15,59.0,60
Tue Jan 12 13:05:18 2021,13,46552434,1610485518.8420124,34123.4,1078.9421044826508,0.06323766708374023,15,59.0,60
Tue Jan 12 13:05:19 2021,13,46560737,1610485519.672264,34123.4,1200.6677378177644,0.07037210464477539,15,59.0,60
Tue Jan 12 13:05:20 2021,13,46566473,1610485520.2459145,34123.4,1200.6636699914932,0.07037186622619629,15,59.0,60
Tue Jan 12 13:05:20 2021,13,46572212,1610485520.819802,34123.4,1200.4440073728563,0.0703589916229248,15,59.0,60
Tue Jan 12 13:05:21 2021,13,46577950,1610485521.393569,34123.4,1200.4928212881089,0.07036185264587402,15,59.0,60
Tue Jan 12 13:05:22 2021,13,46586316,1610485522.2301543,34122.159999999996,1200.5590242576598,0.07036828994750977,15,59.0,59
Tue Jan 12 13:05:22 2021,13,46592053,1610485522.803898,34122.159999999996,1200.6769869327543,0.07037520408630371,15,59.0,59
Tue Jan 12 13:05:23 2021,13,46597789,1610485523.3775065,34122.159999999996,1200.6444455051421,0.0703732967376709,15,59.0,59
Tue Jan 12 13:05:23 2021,13,46603526,1610485523.9512162,34122.159999999996,1200.4491969394683,0.07036185264587402,15,59.0,59
Tue Jan 12 13:05:24 2021,13,46611871,1610485524.7857208,34123.4,1200.5904491186143,0.07036757469177246,15,59.0,60
Tue Jan 12 13:05:25 2021,13,46617609,1610485525.3594234,34123.4,1200.4684143304826,0.07036042213439941,15,59.0,60
Tue Jan 12 13:05:25 2021,13,46623346,1610485525.9331727,34123.4,1200.6921447753907,0.07037353515625,15,59.0,60
Tue Jan 12 13:05:26 2021,13,46629084,1610485526.506989,34123.4,1200.5497708559037,0.07036519050598145,15,59.0,60
Tue Jan 12 13:05:27 2021,13,46637397,1610485527.338312,34123.4,1200.6107882499696,0.07036876678466797,15,59.0,60
Tue Jan 12 13:05:27 2021,13,46643135,1610485527.9120479,34123.4,1200.6311273813249,0.07036995887756348,15,59.0,60
Tue Jan 12 13:05:28 2021,13,46648872,1610485528.4857595,34123.4,1200.4684143304826,0.07036042213439941,15,59.0,60
Tue Jan 12 13:05:29 2021,13,46654609,1610485529.0594592,34123.4,1200.6107882499696,0.07036876678466797,15,59.0,60
Tue Jan 12 13:05:29 2021,13,46662960,1610485529.8945348,34123.4,1200.6148560762406,0.07036900520324707,15,59.0,60
Tue Jan 12 13:05:30 2021,13,46668696,1610485530.4682043,34123.4,1200.5172282457352,0.07036328315734863,15,59.0,60
Tue Jan 12 13:05:31 2021,13,46674433,1610485531.041893,34123.4,1200.4562108516693,0.07035970687866211,15,59.0,60
Tue Jan 12 13:05:31 2021,13,46680171,1610485531.615656,34123.4,1200.5538386821747,0.07036542892456055,15,59.0,60
Tue Jan 12 13:05:32 2021,13,46688486,1610485532.4472125,34123.4,1200.5863812923433,0.07036733627319336,15,59.0,60
Tue Jan 12 13:05:33 2021,13,46694223,1610485533.0208368,34123.4,1199.9477325677872,0.07032990455627441,15,59.0,60
Tue Jan 12 13:05:33 2021,13,46699960,1610485533.5945923,34123.4,1200.578245639801,0.07036685943603516,15,59.0,60
Tue Jan 12 13:05:34 2021,13,46705697,1610485534.1682982,34123.4,1200.7409586906433,0.07037639617919922,15,59.0,60
Tue Jan 12 13:05:35 2021,13,46714048,1610485535.0033245,34123.4,1200.6677378177644,0.07037210464477539,15,59.0,60
Tue Jan 12 13:05:35 2021,13,46719783,1610485535.576886,34123.4,1200.5904491186143,0.07036757469177246,15,59.0,60
Tue Jan 12 13:05:36 2021,13,46725520,1610485536.1506147,34123.4,1200.708416080475,0.0703744888305664,15,59.0,60
Tue Jan 12 13:05:36 2021,13,46731259,1610485536.7244496,34123.4,1200.5375673770905,0.07036447525024414,15,59.0,60
Tue Jan 12 13:05:37 2021,13,46739585,1610485537.5570772,34123.4,1200.643330860138,0.07037067413330078,15,59.0,60
Tue Jan 12 13:05:38 2021,13,46745322,1610485538.1307917,34123.4,1200.6270595550538,0.07036972045898438,15,59.0,60
Tue Jan 12 13:05:38 2021,13,46751059,1610485538.7045066,34123.4,1200.4968891143799,0.07036209106445312,15,59.0,60
Tue Jan 12 13:05:39 2021,13,46756797,1610485539.2782388,34123.4,1200.57417781353,0.07036662101745605,15,59.0,60
Tue Jan 12 13:05:40 2021,13,46765147,1610485540.1132586,34122.159999999996,1200.4085201549528,0.07035946846008301,15,59.0,59
Tue Jan 12 13:05:40 2021,13,46770884,1610485540.6869414,34122.159999999996,1200.5386858654022,0.07036709785461426,15,59.0,59
Tue Jan 12 13:05:41 2021,13,46776621,1610485541.26066,34122.159999999996,1200.7054606819152,0.07037687301635742,15,59.0,59
Tue Jan 12 13:05:41 2021,13,46782360,1610485541.8345551,34122.159999999996,1200.6322424697876,0.0703725814819336,15,59.0,59
Tue Jan 12 13:05:42 2021,13,46790678,1610485542.6663806,34123.4,1200.6229917287826,0.07036948204040527,15,59.0,60
Tue Jan 12 13:05:43 2021,13,46796414,1610485543.2399626,34123.4,1200.4968891143799,0.07036209106445312,15,59.0,60
Tue Jan 12 13:05:43 2021,13,46802153,1610485543.8138473,34123.4,1200.6921447753907,0.07037353515625,15,59.0,60
Tue Jan 12 13:05:44 2021,13,46807891,1610485544.3876934,34123.4,1200.6758734703064,0.0703725814819336,15,59.0,60
Tue Jan 12 13:05:45 2021,13,46816241,1610485545.222628,34123.4,1200.4765499830246,0.07036089897155762,15,59.0,60
Tue Jan 12 13:05:45 2021,13,46821976,1610485545.7961872,34123.4,1200.570109987259,0.07036638259887695,15,59.0,60
Tue Jan 12 13:05:46 2021,13,46827713,1610485546.369889,34123.4,1200.5212960720062,0.07036352157592773,15,59.0,60
Tue Jan 12 13:05:46 2021,13,46833452,1610485546.9437501,34123.4,1200.4684143304826,0.07036042213439941,15,59.0,60
Tue Jan 12 13:05:47 2021,13,46841768,1610485547.775321,34123.4,1200.5253638982774,0.07036375999450684,15,59.0,60
Tue Jan 12 13:05:48 2021,13,46847503,1610485548.3488984,34123.4,1200.4114647626877,0.07035708427429199,15,59.0,60
Tue Jan 12 13:05:48 2021,13,46853241,1610485548.9226766,34123.4,1200.6921447753907,0.07037353515625,15,59.0,60
Tue Jan 12 13:05:49 2021,13,46858978,1610485549.496373,34123.4,1200.5253638982774,0.07036375999450684,15,59.0,60
Tue Jan 12 13:05:50 2021,13,46867325,1610485550.3310494,34122.159999999996,1200.4654676532743,0.07036280632019043,15,59.0,59
Tue Jan 12 13:05:50 2021,13,46873063,1610485550.904863,34122.159999999996,1200.5142797946928,0.07036566734313965,15,59.0,59
Tue Jan 12 13:05:51 2021,13,46878801,1610485551.4787085,34122.159999999996,1200.5671596145628,0.07036876678466797,15,59.0,59
Tue Jan 12 13:05:52 2021,13,46884539,1610485552.0524373,34122.159999999996,1200.3963171195983,0.0703587532043457,15,59.0,59
Tue Jan 12 13:05:52 2021,13,46892900,1610485552.8885438,34122.159999999996,1200.4817383670807,0.07036375999450684,15,59.0,59
Tue Jan 12 13:05:53 2021,13,46898635,1610485553.4621024,34122.159999999996,1200.5264828300474,0.07036638259887695,15,59.0,59
Tue Jan 12 13:05:54 2021,13,46904372,1610485554.0357919,34122.159999999996,1200.7176637172697,0.07037758827209473,15,59.0,59
Tue Jan 12 13:05:54 2021,13,46910110,1610485554.6096137,34122.159999999996,1200.636310148239,0.0703728199005127,15,59.0,59
Tue Jan 12 13:05:55 2021,13,46918413,1610485555.4398649,34122.159999999996,1200.5020767593383,0.07036495208740234,15,59.0,59
Tue Jan 12 13:05:56 2021,13,46924150,1610485556.0135543,34122.159999999996,1200.6607162189482,0.0703742504119873,15,59.0,59
Tue Jan 12 13:05:56 2021,13,46929887,1610485556.5872712,34122.159999999996,1200.4573322963713,0.07036232948303223,15,59.0,59
Tue Jan 12 13:05:57 2021,13,46935624,1610485557.1610017,34122.159999999996,1200.477670688629,0.07036352157592773,15,59.0,59
Tue Jan 12 13:05:57 2021,13,46943997,1610485557.998269,34122.159999999996,1200.6119040775297,0.07037138938903809,15,59.0,59
Tue Jan 12 13:05:58 2021,13,46949735,1610485558.5721052,34122.159999999996,1200.4410615825652,0.07036137580871582,15,59.0,59
Tue Jan 12 13:05:59 2021,13,46955472,1610485559.1457665,34122.159999999996,1200.7135960388182,0.07037734985351562,15,59.0,59
Tue Jan 12 13:05:59 2021,13,46961208,1610485559.7193325,34122.159999999996,1200.583430328369,0.07036972045898438,15,59.0,59
Tue Jan 12 13:06:00 2021,13,46969512,1610485560.5497432,34122.159999999996,1200.636310148239,0.0703728199005127,15,59.0,59
Tue Jan 12 13:06:01 2021,13,46975099,1610485561.1084924,34122.159999999996,946.1501431846617,0.05545663833618164,15,59.0,59
Tue Jan 12 13:06:01 2021,13,46980837,1610485561.6822655,34122.159999999996,1200.5386858654022,0.07036709785461426,15,59.0,59
Tue Jan 12 13:06:02 2021,13,46986574,1610485562.2559354,34122.159999999996,1200.5549565792082,0.07036805152893066,15,59.0,59
Tue Jan 12 13:06:03 2021,13,46994940,1610485563.092538,34122.159999999996,1200.5956333637237,0.07037043571472168,15,59.0,59
Tue Jan 12 13:06:03 2021,13,47000676,1610485563.6661952,34122.159999999996,1200.4817383670807,0.07036375999450684,15,59.0,59
Tue Jan 12 13:06:04 2021,13,47006414,1610485564.239942,34122.159999999996,1200.6119040775297,0.07037138938903809,15,59.0,59
Tue Jan 12 13:06:04 2021,13,47012152,1610485564.8137827,34122.159999999996,1200.4369939041137,0.07036113739013672,15,59.0,59
Tue Jan 12 13:06:05 2021,13,47020457,1610485565.644291,34122.159999999996,1200.4654676532743,0.07036280632019043,15,59.0,59
Tue Jan 12 13:06:06 2021,13,47026194,1610485566.2179785,34122.159999999996,1200.5915656852721,0.07037019729614258,15,59.0,59
Tue Jan 12 13:06:06 2021,13,47031931,1610485566.7916787,34122.159999999996,1200.5386858654022,0.07036709785461426,15,59.0,59
Tue Jan 12 13:06:07 2021,13,47037668,1610485567.3653588,34122.159999999996,1200.5468212223052,0.07036757469177246,15,59.0,59
Tue Jan 12 13:06:08 2021,13,47046033,1610485568.201912,34122.159999999996,1200.5020767593383,0.07036495208740234,15,59.0,59
Tue Jan 12 13:06:08 2021,13,47051769,1610485568.7754793,34122.159999999996,1200.6566485404967,0.0703740119934082,15,59.0,59
Tue Jan 12 13:06:09 2021,13,47057506,1610485569.3492177,34122.159999999996,1200.6159717559813,0.07037162780761719,15,59.0,59
Tue Jan 12 13:06:09 2021,13,47063245,1610485569.9230392,34122.159999999996,1200.6810546112058,0.07037544250488281,15,59.0,59
Tue Jan 12 13:06:10 2021,13,47071550,1610485570.753601,34122.159999999996,1200.5386858654022,0.07036709785461426,15,59.0,59
Tue Jan 12 13:06:11 2021,13,47077287,1610485571.3272696,34122.159999999996,1200.7095283603667,0.07037711143493652,15,59.0,59
Tue Jan 12 13:06:11 2021,13,47083024,1610485571.9009693,34122.159999999996,1200.6322424697876,0.0703725814819336,15,59.0,59
Tue Jan 12 13:06:12 2021,13,47088760,1610485572.4746237,34122.159999999996,1200.6851222896576,0.07037568092346191,15,59.0,59
Tue Jan 12 13:06:13 2021,13,47097088,1610485573.3073578,34122.159999999996,1200.5752949714658,0.07036924362182617,15,59.0,59
Tue Jan 12 13:06:13 2021,13,47102824,1610485573.880967,34122.159999999996,1200.4817383670807,0.07036375999450684,15,59.0,59
Tue Jan 12 13:06:14 2021,13,47108561,1610485574.454661,34122.159999999996,1200.6037687206267,0.07037091255187988,15,59.0,59
Tue Jan 12 13:06:15 2021,13,47114298,1610485575.0283306,34122.159999999996,1200.6078363990782,0.07037115097045898,15,59.0,59
Tue Jan 12 13:06:15 2021,13,47122604,1610485575.858955,34122.159999999996,1200.3678433704374,0.07035708427429199,15,59.0,59
Tue Jan 12 13:06:16 2021,13,47128318,1610485576.4303265,34122.159999999996,1161.2164382743833,0.06806230545043945,15,59.0,59
Tue Jan 12 13:06:17 2021,13,47134054,1610485577.0040119,34122.159999999996,1200.5874980068206,0.07036995887756348,15,59.0,59
Tue Jan 12 13:06:17 2021,13,47139793,1610485577.5778377,34122.159999999996,1200.6241071128843,0.07037210464477539,15,59.0,59
Tue Jan 12 13:06:18 2021,13,47148106,1610485578.409149,34122.159999999996,1200.4695353317259,0.07036304473876953,15,59.0,59
Tue Jan 12 13:06:18 2021,13,47153842,1610485578.9828131,34122.159999999996,1200.5997010421752,0.07037067413330078,15,59.0,59
Tue Jan 12 13:06:19 2021,13,47159580,1610485579.556557,34122.159999999996,1200.4573322963713,0.07036232948303223,15,59.0,59
Tue Jan 12 13:06:20 2021,13,47165316,1610485580.130222,34122.159999999996,1200.6810546112058,0.07037544250488281,15,59.0,59
Tue Jan 12 13:06:20 2021,13,47173623,1610485580.9608915,34122.159999999996,1200.5712272930143,0.07036900520324707,15,59.0,59
Tue Jan 12 13:06:21 2021,13,47179360,1610485581.5345433,34122.159999999996,1200.636310148239,0.0703728199005127,15,59.0,59
Tue Jan 12 13:06:22 2021,13,47185097,1610485582.1082351,34122.159999999996,1200.5712272930143,0.07036900520324707,15,59.0,59
Tue Jan 12 13:06:22 2021,13,47190834,1610485582.68194,34122.159999999996,1200.5874980068206,0.07036995887756348,15,59.0,59
Tue Jan 12 13:06:23 2021,13,47199184,1610485583.5169508,34122.159999999996,1200.5183474731443,0.07036590576171875,15,59.0,59
Tue Jan 12 13:06:24 2021,13,47204921,1610485584.090657,34122.159999999996,1200.477670688629,0.07036352157592773,15,59.0,59
Tue Jan 12 13:06:24 2021,13,47210657,1610485584.6643274,34122.159999999996,1200.636310148239,0.0703728199005127,15,59.0,59
Tue Jan 12 13:06:25 2021,13,47216395,1610485585.2381136,34122.159999999996,1200.5346181869506,0.07036685943603516,15,59.0,59
Tue Jan 12 13:06:26 2021,13,47224699,1610485586.0685217,34122.159999999996,1200.5224151515959,0.07036614418029785,15,59.0,59
Tue Jan 12 13:06:26 2021,13,47230435,1610485586.6421065,34122.159999999996,1200.7135960388182,0.07037734985351562,15,59.0,59
Tue Jan 12 13:06:27 2021,13,47236174,1610485587.2159436,34122.159999999996,1200.6078363990782,0.07037115097045898,15,59.0,59
Tue Jan 12 13:06:27 2021,13,47241911,1610485587.7897243,34122.159999999996,1200.6851222896576,0.07037568092346191,15,59.0,59
Tue Jan 12 13:06:28 2021,13,47250273,1610485588.62591,34123.4,1200.6514665126801,0.07037115097045898,15,59.0,60
Tue Jan 12 13:06:29 2021,13,47256010,1610485589.1995656,34123.4,1200.5294317245484,0.07036399841308594,15,59.0,60
Tue Jan 12 13:06:29 2021,13,47261747,1610485589.773262,34123.4,1200.7002804279327,0.0703740119934082,15,59.0,60
Tue Jan 12 13:06:30 2021,13,47267485,1610485590.3471055,34123.4,1200.7653656482696,0.07037782669067383,15,59.0,60
Tue Jan 12 13:06:31 2021,13,47275790,1610485591.177605,34123.4,1200.708416080475,0.0703744888305664,15,59.0,60
Tue Jan 12 13:06:31 2021,13,47281526,1610485591.751179,34123.4,1200.6636699914932,0.07037186622619629,15,59.0,60
Tue Jan 12 13:06:32 2021,13,47287264,1610485592.324924,34123.4,1200.6636699914932,0.07037186622619629,15,59.0,60
Tue Jan 12 13:06:32 2021,13,47293002,1610485592.8987901,34123.4,1200.5904491186143,0.07036757469177246,15,59.0,60
Tue Jan 12 13:06:33 2021,13,47301367,1610485593.735245,34123.4,1200.5294317245484,0.07036399841308594,15,59.0,60
Tue Jan 12 13:06:34 2021,13,47307102,1610485594.3087795,34123.4,1200.6351952075959,0.07037019729614258,15,59.0,60
Tue Jan 12 13:06:34 2021,13,47312839,1610485594.8824453,34123.4,1200.6677378177644,0.07037210464477539,15,59.0,60
Tue Jan 12 13:06:35 2021,13,47318577,1610485595.4562337,34123.4,1200.6067204236986,0.07036852836608887,15,59.0,60
Tue Jan 12 13:06:36 2021,13,47326881,1610485596.286715,34123.4,1200.6596021652222,0.07037162780761719,15,59.0,60
Tue Jan 12 13:06:36 2021,13,47332617,1610485596.8602858,34123.4,1200.6473986864091,0.07037091255187988,15,59.0,60
Tue Jan 12 13:06:37 2021,13,47338355,1610485597.4340198,34123.4,1200.5863812923433,0.07036733627319336,15,59.0,60
Tue Jan 12 13:06:38 2021,13,47344091,1610485598.0076396,34123.4,1200.6067204236986,0.07036852836608887,15,59.0,60
Tue Jan 12 13:06:38 2021,13,47352471,1610485598.845629,34123.4,1200.5497708559037,0.07036519050598145,15,59.0,60
Tue Jan 12 13:06:39 2021,13,47358207,1610485599.4192338,34123.4,1200.6148560762406,0.07036900520324707,15,59.0,60
Tue Jan 12 13:06:39 2021,13,47363944,1610485599.9929483,34123.4,1200.6392630338669,0.07037043571472168,15,59.0,60
Tue Jan 12 13:06:40 2021,13,47369682,1610485600.5667539,34123.4,1200.6107882499696,0.07036876678466797,15,59.0,60
Tue Jan 12 13:06:41 2021,13,47377985,1610485601.3970256,34123.4,1200.6026525974273,0.07036828994750977,15,59.0,60
Tue Jan 12 13:06:41 2021,13,47383721,1610485601.9706342,34123.4,1200.57417781353,0.07036662101745605,15,59.0,60
Tue Jan 12 13:06:42 2021,13,47389458,1610485602.5443203,34123.4,1200.6758734703064,0.0703725814819336,15,59.0,60
Tue Jan 12 13:06:43 2021,13,47395194,1610485603.1179879,34123.4,1200.7490943431856,0.07037687301635742,15,59.0,60
Tue Jan 12 13:06:43 2021,13,47403569,1610485603.9555166,34122.159999999996,1200.4898737239837,0.07036423683166504,15,59.0,59
Tue Jan 12 13:06:44 2021,13,47409305,1610485604.5290694,34122.159999999996,1200.5712272930143,0.07036900520324707,15,59.0,59
Tue Jan 12 13:06:45 2021,13,47415041,1610485605.102694,34122.159999999996,1200.5752949714658,0.07036924362182617,15,59.0,59
Tue Jan 12 13:06:45 2021,13,47420777,1610485605.6762762,34122.159999999996,1200.4613999748228,0.07036256790161133,15,59.0,59
Tue Jan 12 13:06:46 2021,13,47429082,1610485606.5067716,34122.159999999996,1200.5630919361113,0.07036852836608887,15,59.0,59
Tue Jan 12 13:06:47 2021,13,47434818,1610485607.0804114,34122.159999999996,1200.477670688629,0.07036352157592773,15,59.0,59
Tue Jan 12 13:06:47 2021,13,47440555,1610485607.6541069,34122.159999999996,1200.6241071128843,0.07037210464477539,15,59.0,59
Tue Jan 12 13:06:48 2021,13,47446292,1610485608.2277694,34122.159999999996,1200.5386858654022,0.07036709785461426,15,59.0,59
Tue Jan 12 13:06:49 2021,13,47454659,1610485609.0644586,34122.159999999996,1200.4695353317259,0.07036304473876953,15,59.0,59
Tue Jan 12 13:06:49 2021,13,47460394,1610485609.6379964,34122.159999999996,1200.3353019428253,0.07035517692565918,15,59.0,59
Tue Jan 12 13:06:50 2021,13,47466131,1610485610.2116368,34122.159999999996,1200.5468212223052,0.07036757469177246,15,59.0,59
Tue Jan 12 13:06:50 2021,13,47471868,1610485610.7853656,34122.159999999996,1199.9610755252836,0.07033324241638184,15,59.0,59
Tue Jan 12 13:06:51 2021,13,47480217,1610485611.6202834,34122.159999999996,1200.5346181869506,0.07036685943603516,15,59.0,59
Tue Jan 12 13:06:52 2021,13,47485953,1610485612.1938174,34122.159999999996,1200.583430328369,0.07036972045898438,15,59.0,59
Tue Jan 12 13:06:52 2021,13,47491689,1610485612.7674353,34122.159999999996,1200.5671596145628,0.07036876678466797,15,59.0,59
Tue Jan 12 13:06:53 2021,13,47497424,1610485613.3409674,34122.159999999996,1200.5020767593383,0.07036495208740234,15,59.0,59
Tue Jan 12 13:06:54 2021,13,47505750,1610485614.1735592,34122.159999999996,1200.5183474731443,0.07036590576171875,15,59.0,59
Tue Jan 12 13:06:54 2021,13,47511486,1610485614.7472064,34122.159999999996,1200.6200394344328,0.07037186622619629,15,59.0,59
Tue Jan 12 13:06:55 2021,13,47517224,1610485615.3209424,34122.159999999996,1200.4329262256622,0.07036089897155762,15,59.0,59
Tue Jan 12 13:06:55 2021,13,47522960,1610485615.8945847,34122.159999999996,1200.6281747913358,0.07037234306335449,15,59.0,59
Tue Jan 12 13:06:56 2021,13,47531308,1610485616.7293725,34122.159999999996,1200.5630919361113,0.07036852836608887,15,59.0,59
Tue Jan 12 13:06:57 2021,13,47537046,1610485617.3031604,34122.159999999996,1200.5712272930143,0.07036900520324707,15,59.0,59
Tue Jan 12 13:06:57 2021,13,47542784,1610485617.8769958,34122.159999999996,1200.4044524765013,0.0703592300415039,15,59.0,59
Tue Jan 12 13:06:58 2021,13,47548521,1610485618.450658,34122.159999999996,1200.6525808620452,0.0703737735748291,15,59.0,59
Tue Jan 12 13:06:59 2021,13,47556883,1610485619.286922,34122.159999999996,1200.5224151515959,0.07036614418029785,15,59.0,59
Tue Jan 12 13:06:59 2021,13,47562620,1610485619.8605895,34122.159999999996,1200.5671596145628,0.07036876678466797,15,59.0,59
Tue Jan 12 13:07:00 2021,13,47568357,1610485620.4342515,34122.159999999996,1200.5224151515959,0.07036614418029785,15,59.0,59
Tue Jan 12 13:07:01 2021,13,47574095,1610485621.0080717,34122.159999999996,1200.5264828300474,0.07036638259887695,15,59.0,59
Tue Jan 12 13:07:01 2021,13,47582440,1610485621.842612,34122.159999999996,1200.4980090808867,0.07036471366882324,15,59.0,59
Tue Jan 12 13:07:02 2021,13,47588177,1610485622.4162583,34122.159999999996,1200.4817383670807,0.07036375999450684,15,59.0,59
Tue Jan 12 13:07:02 2021,13,47593914,1610485622.9899614,34122.159999999996,1200.5712272930143,0.07036900520324707,15,59.0,59
Tue Jan 12 13:07:03 2021,13,47599652,1610485623.5637724,34122.159999999996,1200.5793626499174,0.07036948204040527,15,59.0,59
Tue Jan 12 13:07:04 2021,13,47607969,1610485624.395426,34122.159999999996,1200.636310148239,0.0703728199005127,15,59.0,59
Tue Jan 12 13:07:04 2021,13,47613705,1610485624.969061,34122.159999999996,1200.4410615825652,0.07036137580871582,15,59.0,59
Tue Jan 12 13:07:05 2021,13,47619442,1610485625.5427492,34122.159999999996,1200.4817383670807,0.07036375999450684,15,59.0,59
Tue Jan 12 13:07:06 2021,13,47625178,1610485626.1163704,34122.159999999996,1200.319031229019,0.07035422325134277,15,59.0,59
Tue Jan 12 13:07:06 2021,13,47633484,1610485626.9470055,34122.159999999996,1200.4491969394683,0.07036185264587402,15,59.0,59
Tue Jan 12 13:07:07 2021,13,47639221,1610485627.5206618,34122.159999999996,1200.5793626499174,0.07036948204040527,15,59.0,59
Tue Jan 12 13:07:08 2021,13,47644959,1610485628.0944514,34122.159999999996,1200.5793626499174,0.07036948204040527,15,59.0,59
Tue Jan 12 13:07:08 2021,13,47650697,1610485628.6682572,34122.159999999996,1200.4654676532743,0.07036280632019043,15,59.0,59
Tue Jan 12 13:07:09 2021,13,47659002,1610485629.4987793,34122.159999999996,1200.5142797946928,0.07036566734313965,15,59.0,59
Tue Jan 12 13:07:10 2021,13,47664739,1610485630.0724344,34122.159999999996,1200.4939414024352,0.07036447525024414,15,59.0,59
Tue Jan 12 13:07:10 2021,13,47670476,1610485630.6461322,34122.159999999996,1200.424790868759,0.07036042213439941,15,59.0,59
Tue Jan 12 13:07:11 2021,13,47676212,1610485631.2198176,34122.159999999996,1200.371911048889,0.0703573226928711,15,59.0,59
Tue Jan 12 13:07:12 2021,13,47684564,1610485632.05496,34122.159999999996,1200.4858060455322,0.07036399841308594,15,59.0,59
Tue Jan 12 13:07:12 2021,13,47690300,1610485632.62861,34122.159999999996,1200.4980090808867,0.07036471366882324,15,59.0,59
Tue Jan 12 13:07:13 2021,13,47696037,1610485633.2022696,34122.159999999996,1200.4817383670807,0.07036375999450684,15,59.0,59
Tue Jan 12 13:07:13 2021,13,47701775,1610485633.776053,34122.159999999996,1200.4451292610167,0.07036161422729492,15,59.0,59
Tue Jan 12 13:07:14 2021,13,47710098,1610485634.6083398,34122.159999999996,1200.4736030101774,0.07036328315734863,15,59.0,59
